CensusTract,County,Borough,Income,IncomePerCap,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36047025100,Kings,Brooklyn,27125.0,22079.0,13.5,0.0,74.1,3.5,8.9,0.0,41.9,1285,76.9,22.6,0.5,0.0,23.3
36047025200,Kings,Brooklyn,42302.0,20415.0,26.6,7.7,51.6,11.0,3.0,0.0,42.1,2394,81.7,16.3,2.0,0.0,8.8
36047025300,Kings,Brooklyn,43491.0,30245.0,12.1,0.9,70.9,7.1,3.4,5.5,39.6,1361,79.1,16.2,4.8,0.0,11.5
36047025400,Kings,Brooklyn,48261.0,19239.0,21.8,13.5,53.8,8.0,1.1,1.7,43.7,1872,83.3,6.8,9.9,0.0,10.5
36047025500,Kings,Brooklyn,22500.0,10975.0,3.0,2.1,77.0,13.6,3.4,0.9,41.7,1799,78.5,18.8,2.7,0.0,18.1
36047025600,Kings,Brooklyn,53036.0,22246.0,11.9,9.4,69.6,8.3,0.8,0.0,47.9,1378,87.6,12.4,0.0,0.0,7.3
36047025700,Kings,Brooklyn,51310.0,21654.0,22.5,4.9,62.2,5.2,2.7,2.4,38.6,1097,84.8,10.5,4.3,0.5,16.8
36047025800,Kings,Brooklyn,37917.0,19558.0,17.9,3.3,57.5,14.4,3.2,3.6,38.6,1787,79.7,12.7,7.6,0.0,11.5
36047025901,Kings,Brooklyn,41289.0,20991.0,9.3,1.1,69.8,4.9,11.8,3.0,39.4,923,87.9,5.6,6.5,0.0,15.7
36047025902,Kings,Brooklyn,16140.0,6876.0,7.7,1.6,75.9,9.6,1.5,3.6,47.3,623,73.4,24.7,1.9,0.0,48.2
36047026000,Kings,Brooklyn,50123.0,20098.0,11.7,6.3,70.4,7.2,2.5,1.9,43.2,1633,86.6,7.7,5.7,0.0,10.6
36047026100,Kings,Brooklyn,38859.0,23411.0,9.1,3.8,62.7,16.6,4.8,3.0,38.5,2880,79.9,16.1,3.9,0.0,6.7
36047026200,Kings,Brooklyn,57121.0,27404.0,21.2,6.2,62.7,4.2,0.7,4.9,43.6,1058,81.5,14.9,3.6,0.0,14.7
36047026300,Kings,Brooklyn,39861.0,23964.0,15.1,5.0,63.5,6.0,5.7,4.7,41.3,921,73.9,23.6,2.5,0.0,11.1
36047026400,Kings,Brooklyn,47336.0,22374.0,19.1,9.3,56.9,11.5,1.6,1.7,54.0,2318,82.4,11.3,6.2,0.0,5.4
36047026500,Kings,Brooklyn,51050.0,32354.0,15.6,1.9,62.9,10.2,4.4,4.9,42.6,1676,79.8,13.8,6.4,0.0,12.1
36047026600,Kings,Brooklyn,50580.0,23319.0,19.3,7.1,58.1,10.1,2.2,3.2,47.6,1426,80.2,8.3,11.5,0.0,12.2
36047026700,Kings,Brooklyn,41458.0,37224.0,16.8,2.2,71.7,2.0,5.0,2.2,41.4,1822,69.3,25.9,4.8,0.0,12.9
36047026800,Kings,Brooklyn,44548.0,20678.0,21.8,7.5,55.6,6.6,5.3,3.2,45.5,1742,80.0,9.8,10.2,0.0,9.9
36047026900,Kings,Brooklyn,48841.0,28798.0,8.5,9.3,60.6,15.1,3.5,2.9,42.3,1331,72.4,19.6,8.0,0.0,13.5
36047027000,Kings,Brooklyn,50490.0,22674.0,26.3,7.7,52.9,7.4,1.2,4.4,50.1,1102,78.8,16.4,4.8,0.0,8.2
36047027100,Kings,Brooklyn,37104.0,22852.0,13.0,2.1,69.9,3.2,6.2,5.6,42.4,1238,70.4,24.4,5.2,0.0,10.7
36047027200,Kings,Brooklyn,50982.0,22037.0,21.1,4.1,65.8,7.2,0.0,1.8,46.2,1674,81.0,14.5,4.5,0.0,9.5
36047027300,Kings,Brooklyn,34297.0,25337.0,19.5,3.2,63.5,7.0,5.3,1.5,38.5,1060,84.7,15.3,0.0,0.0,9.6
36047027400,Kings,Brooklyn,42266.0,23831.0,17.2,8.9,68.2,3.8,1.3,0.6,51.0,1257,90.6,7.9,1.5,0.0,6.2
36047027500,Kings,Brooklyn,55990.0,28576.0,23.3,0.0,59.6,5.1,1.7,10.3,42.3,1981,63.4,21.9,14.7,0.0,16.6
36047027600,Kings,Brooklyn,46194.0,19841.0,12.7,4.9,64.8,11.9,0.4,5.3,46.9,2001,88.5,4.7,6.8,0.0,9.9
36047027700,Kings,Brooklyn,37875.0,16850.0,15.4,1.3,77.3,1.6,0.9,3.5,44.2,1654,77.0,15.5,7.5,0.0,22.2
36047027800,Kings,Brooklyn,47917.0,21477.0,9.9,5.2,73.4,9.0,2.4,0.0,46.2,1389,83.9,6.6,9.4,0.0,18.2
36047027900,Kings,Brooklyn,57869.0,27381.0,20.7,0.9,68.6,4.7,1.6,3.6,46.5,1830,73.6,23.7,2.7,0.0,12.8
36047028000,Kings,Brooklyn,56974.0,29736.0,18.6,10.6,52.6,15.6,0.5,2.1,52.2,823,87.7,8.0,4.3,0.0,13.6
36047028100,Kings,Brooklyn,25082.0,12889.0,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3
36047028200,Kings,Brooklyn,41974.0,25650.0,19.6,4.7,73.3,0.7,0.5,1.1,54.3,1482,90.4,4.2,5.4,0.0,8.9
36047028300,Kings,Brooklyn,32917.0,14820.0,10.1,2.3,83.8,2.3,1.5,0.0,41.6,1434,79.4,18.8,1.8,0.0,22.5
36047028400,Kings,Brooklyn,51849.0,23484.0,14.4,9.2,61.0,11.3,0.8,3.4,48.2,1626,84.0,12.7,3.3,0.0,13.8
36047028501,Kings,Brooklyn,84861.0,36546.0,0.0,0.0,81.8,4.2,14.1,0.0,41.6,197,96.4,0.0,3.6,0.0,10.9
36047028502,Kings,Brooklyn,15135.0,11027.0,8.2,2.1,72.2,17.5,0.0,0.0,50.1,629,89.5,10.5,0.0,0.0,28.4
36047028600,Kings,Brooklyn,43828.0,26023.0,26.7,6.1,64.6,1.2,1.4,0.0,53.4,2121,79.8,12.5,7.6,0.0,4.2
36047028700,Kings,Brooklyn,30755.0,18375.0,14.3,3.8,57.6,4.5,12.8,7.0,38.9,1186,73.9,14.7,11.5,0.0,12.1
36047028800,Kings,Brooklyn,41786.0,21084.0,16.6,5.5,66.2,11.4,0.0,0.4,43.5,1666,95.0,1.6,3.4,0.0,5.6
36047028900,Kings,Brooklyn,39570.0,20055.0,6.8,2.5,82.9,3.2,1.4,3.1,44.7,1329,78.5,19.0,2.6,0.0,25.8
36047029000,Kings,Brooklyn,45179.0,23620.0,27.3,2.4,60.8,4.6,3.1,1.8,51.4,1894,85.5,10.3,4.2,0.0,9.6
36047029100,Kings,Brooklyn,35521.0,23234.0,21.0,2.4,67.5,0.9,2.5,5.7,48.9,1246,71.0,17.3,11.7,0.0,20.8
36047029200,Kings,Brooklyn,42740.0,21728.0,23.0,2.4,64.1,5.0,2.9,2.5,49.8,1098,81.9,12.7,5.5,0.0,9.3
36047029300,Kings,Brooklyn,30479.0,22413.0,13.9,1.1,74.3,5.8,1.4,3.5,39.8,1255,69.3,23.3,7.3,0.0,20.1
36047029400,Kings,Brooklyn,53625.0,20920.0,17.9,3.5,70.6,5.8,0.7,1.6,46.8,925,90.7,4.8,4.5,0.0,11.4
36047029500,Kings,Brooklyn,54276.0,32133.0,19.1,1.4,70.0,3.8,0.0,5.6,40.3,2106,72.7,22.7,4.6,0.0,6.0
36047029600,Kings,Brooklyn,44875.0,24930.0,22.6,7.3,62.3,4.8,2.3,0.7,43.6,2469,83.4,13.0,3.6,0.0,9.4
36047029700,Kings,Brooklyn,50260.0,28085.0,20.3,2.9,59.9,5.6,3.4,7.9,39.9,1687,71.7,23.2,4.4,0.7,19.3
36047029800,Kings,Brooklyn,55938.0,33834.0,26.6,12.6,51.9,6.0,1.8,1.1,40.8,1816,82.2,12.8,5.0,0.0,5.5
36047029900,Kings,Brooklyn,22734.0,12150.0,16.9,1.0,65.0,5.9,4.1,7.2,40.7,782,78.1,18.9,2.9,0.0,16.4
36047030000,Kings,Brooklyn,64615.0,25392.0,27.5,3.0,60.1,7.6,1.8,0.0,44.7,1874,84.4,11.1,4.5,0.0,5.3
36047030100,Kings,Brooklyn,44911.0,22181.0,26.1,0.0,59.7,12.5,0.0,1.6,40.3,1014,63.3,33.0,3.6,0.0,18.5
36047030200,Kings,Brooklyn,60370.0,25458.0,21.3,8.3,62.2,4.8,1.3,2.1,47.5,1873,84.9,12.5,2.1,0.5,11.9
36047030300,Kings,Brooklyn,19696.0,11493.0,13.8,3.9,77.9,2.1,0.0,2.3,46.3,1533,78.1,19.8,1.0,1.1,16.9
36047030400,Kings,Brooklyn,37837.0,20304.0,21.4,5.4,64.7,4.6,2.8,1.3,46.9,1420,82.9,7.8,9.3,0.0,9.2
36047030500,Kings,Brooklyn,65701.0,34188.0,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686,78.7,13.5,7.9,0.0,7.0
36047030600,Kings,Brooklyn,60132.0,24224.0,31.7,7.0,52.8,7.0,0.7,0.7,40.9,812,88.3,10.1,1.6,0.0,7.5
36047030700,Kings,Brooklyn,24706.0,15711.0,22.7,1.5,66.6,4.9,2.2,2.1,43.2,1719,79.1,20.9,0.0,0.0,13.2
36047030800,Kings,Brooklyn,50189.0,25006.0,25.4,6.0,64.0,4.7,0.0,0.0,56.4,926,80.0,15.8,4.2,0.0,7.2
36047030900,Kings,Brooklyn,29375.0,16396.0,12.7,3.9,71.2,10.8,0.0,1.4,43.6,812,89.3,10.7,0.0,0.0,11.4
36047031100,Kings,Brooklyn,41683.0,22102.0,10.9,3.7,79.6,3.5,0.0,2.3,40.7,1165,78.6,18.2,3.2,0.0,9.8
36047031300,Kings,Brooklyn,34817.0,26973.0,20.0,0.6,64.1,3.1,2.1,10.2,43.8,1783,60.5,30.3,8.1,1.0,8.2
36047031400,Kings,Brooklyn,40486.0,26636.0,40.3,2.5,51.3,4.8,0.0,1.0,43.0,1783,78.9,16.0,5.0,0.0,8.6
36047031500,Kings,Brooklyn,54113.0,30708.0,6.9,0.2,76.8,1.0,4.8,10.4,46.2,2605,76.3,10.8,12.9,0.0,16.8
36047031701,Kings,Brooklyn,50205.0,31517.0,12.3,2.1,68.5,6.9,5.9,4.3,41.8,2076,79.8,14.8,5.4,0.0,8.7
36047031702,Kings,Brooklyn,53111.0,27904.0,9.3,1.6,76.5,4.0,4.2,4.3,42.8,2166,78.6,16.3,5.1,0.0,11.9
36047031900,Kings,Brooklyn,40744.0,18929.0,15.2,1.9,69.5,11.2,0.0,2.2,35.9,1409,73.9,18.3,7.8,0.0,19.5
36047032100,Kings,Brooklyn,41094.0,23368.0,8.8,0.3,82.5,4.0,3.0,1.5,39.0,2669,83.7,12.6,3.7,0.0,12.5
36047032300,Kings,Brooklyn,53851.0,26225.0,12.7,3.8,67.8,10.7,0.5,4.4,40.3,1923,68.5,25.5,6.0,0.0,16.5
36047032500,Kings,Brooklyn,43245.0,24032.0,18.1,0.0,70.6,7.1,1.0,3.1,42.9,3354,77.1,16.8,6.0,0.0,14.7
36047032600,Kings,Brooklyn,20833.0,12587.0,17.5,1.6,66.8,12.7,0.2,1.2,43.5,2171,78.9,18.4,2.6,0.0,21.7
36047032700,Kings,Brooklyn,47153.0,35028.0,19.5,2.2,66.7,5.5,4.0,2.0,43.7,1392,74.1,19.0,6.9,0.0,11.5
36047032800,Kings,Brooklyn,45357.0,34860.0,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076,64.1,34.4,1.5,0.0,19.8
36047032900,Kings,Brooklyn,47578.0,22164.0,24.7,6.4,59.6,5.8,0.0,3.5,52.1,2290,86.4,10.5,3.1,0.0,23.0
36047033000,Kings,Brooklyn,23007.0,16528.0,17.5,5.0,68.7,7.4,1.4,0.0,55.1,1327,73.8,25.3,0.9,0.0,27.7
36047033100,Kings,Brooklyn,39301.0,17347.0,15.0,2.7,37.9,35.5,0.0,8.8,34.9,1912,72.5,14.0,13.5,0.0,13.3
36047033300,Kings,Brooklyn,44608.0,15247.0,22.4,0.8,44.2,28.7,1.9,2.0,30.9,1602,85.9,13.0,1.1,0.0,9.1
36047033500,Kings,Brooklyn,61164.0,18792.0,22.3,5.1,53.1,17.4,0.7,1.4,36.7,1082,76.4,12.5,10.6,0.5,11.2
36047033600,Kings,Brooklyn,62649.0,28423.0,41.0,9.5,36.2,5.1,2.5,5.6,46.3,1830,81.1,11.4,7.5,0.0,11.0
36047033700,Kings,Brooklyn,48114.0,21927.0,15.5,2.5,64.7,9.4,3.0,5.0,41.6,1695,84.4,8.8,6.8,0.0,9.8
36047033900,Kings,Brooklyn,34231.0,19445.0,10.5,6.1,72.9,7.8,0.7,2.0,40.5,1925,74.4,15.8,9.3,0.5,9.9
36047034000,Kings,Brooklyn,17574.0,12103.0,22.1,1.9,68.8,7.3,0.0,0.0,49.8,480,73.5,23.8,2.7,0.0,17.7
36047034100,Kings,Brooklyn,50417.0,24829.0,19.6,2.3,68.2,4.8,4.0,1.0,40.1,1398,69.4,18.8,10.4,1.4,5.0
36047034200,Kings,Brooklyn,16656.0,16371.0,17.3,11.5,59.1,9.8,0.0,2.2,48.9,1355,84.1,15.9,0.0,0.0,25.3
36047034300,Kings,Brooklyn,25019.0,19896.0,14.3,5.9,70.7,4.4,0.0,4.7,41.5,1684,80.2,15.4,4.4,0.0,14.6
36047034500,Kings,Brooklyn,31701.0,17753.0,17.0,5.6,62.9,12.0,2.5,0.0,40.9,1036,70.9,19.8,9.3,0.0,15.8
36047034700,Kings,Brooklyn,29114.0,19061.0,9.3,5.6,73.6,5.1,0.9,5.6,42.3,1402,64.6,29.6,5.1,0.7,12.9
36047034800,Kings,Brooklyn,46346.0,20040.0,13.8,3.0,57.7,17.1,2.7,5.6,43.9,1141,81.6,3.2,15.2,0.0,12.2
36047034900,Kings,Brooklyn,29754.0,16761.0,11.0,2.5,78.9,5.1,1.0,1.5,43.0,2344,74.7,12.6,11.8,0.9,9.3
36047035000,Kings,Brooklyn,30889.0,20496.0,23.4,5.7,51.2,14.5,5.2,0.0,36.7,1272,80.0,15.6,4.4,0.0,12.9
36047035100,Kings,Brooklyn,24519.0,14676.0,7.1,1.0,74.8,15.4,0.0,1.7,42.0,1765,85.0,9.5,5.6,0.0,12.9
36047035200,Kings,Brooklyn,11011.0,12823.0,7.8,4.9,79.6,0.0,0.0,7.8,49.2,103,72.8,18.4,4.9,3.9,0.0
36047035300,Kings,Brooklyn,39934.0,20874.0,13.1,3.8,65.2,5.7,6.2,5.9,42.7,2529,71.0,15.1,13.6,0.3,6.9
36047035400,Kings,Brooklyn,53158.0,35382.0,25.9,5.2,50.1,12.7,2.8,3.4,41.0,2761,77.3,18.2,4.5,0.0,8.4
36047035500,Kings,Brooklyn,39850.0,17934.0,16.0,2.3,65.3,11.1,3.0,2.4,42.6,2569,72.6,24.7,2.7,0.0,8.9
36047035601,Kings,Brooklyn,35954.0,27909.0,35.3,3.1,55.2,6.3,0.0,0.0,36.4,1002,77.7,20.7,1.6,0.0,12.1
36047035602,Kings,Brooklyn,32348.0,29411.0,30.6,9.7,49.4,7.5,0.0,2.9,45.0,2061,82.4,13.1,4.4,0.0,4.7
36047035700,Kings,Brooklyn,21227.0,13215.0,10.7,4.1,78.3,5.1,0.0,1.7,43.2,845,84.3,12.5,3.2,0.0,15.1
36047035900,Kings,Brooklyn,30898.0,16884.0,20.9,3.7,64.5,5.0,2.0,3.9,45.5,1965,84.0,13.9,2.1,0.0,18.4
36047036001,Kings,Brooklyn,22384.0,30904.0,16.2,11.9,53.9,16.1,0.0,2.0,45.1,1088,71.8,20.9,7.4,0.0,12.9
36047036002,Kings,Brooklyn,18738.0,18616.0,13.5,0.8,58.8,17.2,2.2,7.5,50.3,1496,93.3,3.5,3.2,0.0,12.0
36047036100,Kings,Brooklyn,26936.0,24003.0,8.2,0.0,86.3,5.5,0.0,0.0,52.7,784,71.0,19.1,9.8,0.0,20.9
36047036200,Kings,Brooklyn,28750.0,17510.0,16.2,0.9,50.4,27.6,3.7,1.2,40.1,1358,87.8,8.8,3.5,0.0,12.4
36047036300,Kings,Brooklyn,29741.0,18138.0,14.0,4.0,71.1,7.2,0.7,3.1,52.8,1679,68.9,27.0,4.2,0.0,8.0
36047036400,Kings,Brooklyn,33750.0,22610.0,11.0,11.2,54.1,19.4,1.0,3.3,38.7,958,84.0,11.0,5.0,0.0,13.3
36047036501,Kings,Brooklyn,39019.0,19021.0,14.8,3.2,67.0,5.9,1.5,7.7,44.9,1150,64.6,33.4,2.0,0.0,14.1
36047036502,Kings,Brooklyn,27364.0,24827.0,24.8,3.9,60.4,2.7,4.5,3.6,40.0,338,76.0,20.7,3.3,0.0,22.5
36047036600,Kings,Brooklyn,36487.0,16724.0,19.3,6.4,52.5,17.9,2.4,1.5,42.8,1802,80.5,15.8,3.7,0.0,5.0
36047036700,Kings,Brooklyn,51140.0,19544.0,22.8,4.9,60.9,9.4,1.1,0.9,45.4,664,77.7,20.6,1.7,0.0,3.9
36047036900,Kings,Brooklyn,31059.0,14719.0,15.9,0.9,71.0,3.6,2.6,6.1,46.6,1811,78.4,17.7,3.9,0.0,10.3
36047037000,Kings,Brooklyn,66836.0,35190.0,38.4,7.5,45.8,5.9,0.0,2.3,43.8,1947,77.6,19.1,3.4,0.0,4.5
36047037100,Kings,Brooklyn,46641.0,22591.0,26.3,4.3,64.8,2.7,1.8,0.0,41.4,2100,82.8,13.0,4.2,0.0,11.7
36047037300,Kings,Brooklyn,29057.0,17291.0,24.3,2.9,65.6,2.5,0.5,4.2,43.2,1516,71.0,25.3,3.7,0.0,10.5
36047037401,Kings,Brooklyn,51857.0,33823.0,21.9,11.0,48.9,10.3,6.9,0.9,43.4,1661,67.3,19.4,13.2,0.0,8.3
36047037402,Kings,Brooklyn,30449.0,23674.0,23.2,2.7,53.9,18.3,0.0,1.9,47.3,1894,69.9,23.0,7.1,0.0,8.6
36047037500,Kings,Brooklyn,45573.0,21435.0,15.5,2.5,65.7,6.0,1.4,9.1,47.9,1469,78.1,19.9,2.0,0.0,15.3
36047037700,Kings,Brooklyn,40272.0,25055.0,15.9,5.4,66.2,2.7,3.6,6.2,43.3,2036,77.6,16.0,6.4,0.0,11.4
36047037900,Kings,Brooklyn,40412.0,21676.0,21.5,0.0,74.3,2.1,1.0,1.2,43.5,1639,78.0,20.1,1.8,0.0,11.5
36047038100,Kings,Brooklyn,27885.0,15994.0,28.6,0.4,61.6,5.0,3.1,1.4,39.0,2091,76.8,19.6,3.6,0.0,14.7
36047038200,Kings,Brooklyn,17308.0,11590.0,15.2,6.2,68.0,9.6,1.1,0.0,52.1,2039,80.8,12.0,7.2,0.0,17.2
36047038300,Kings,Brooklyn,48712.0,24634.0,15.7,0.9,72.9,5.7,2.2,2.5,42.9,1993,75.5,16.5,8.0,0.0,9.2
36047038500,Kings,Brooklyn,39141.0,20270.0,19.9,1.2,63.8,5.9,5.1,4.1,41.4,1418,61.1,31.2,7.7,0.0,17.6
36047038600,Kings,Brooklyn,44766.0,20397.0,31.1,10.7,52.0,0.0,3.9,2.3,39.2,1548,75.4,18.1,5.9,0.6,9.2
36047038700,Kings,Brooklyn,36430.0,20643.0,11.0,1.2,70.5,5.9,4.8,6.6,45.5,1537,73.1,16.0,10.9,0.0,20.1
36047038800,Kings,Brooklyn,60132.0,25708.0,35.5,5.4,45.0,7.9,3.0,3.0,48.4,1744,79.5,13.0,7.5,0.0,5.4
36047038900,Kings,Brooklyn,47059.0,22788.0,10.0,2.6,69.4,4.1,7.0,6.8,40.4,1782,82.7,9.2,8.1,0.0,7.8
36047039000,Kings,Brooklyn,45682.0,26203.0,41.1,5.4,41.6,3.8,3.8,4.4,43.7,867,84.9,10.4,4.7,0.0,3.8
36047039100,Kings,Brooklyn,35542.0,16392.0,8.6,0.4,75.8,9.6,0.9,4.7,36.8,1376,82.8,11.8,5.4,0.0,18.0
36047039200,Kings,Brooklyn,33125.0,17075.0,34.5,11.0,45.4,7.2,1.9,0.0,38.9,992,86.4,11.2,2.4,0.0,10.1
36047039300,Kings,Brooklyn,52244.0,25089.0,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709,77.4,18.2,4.4,0.0,14.4
36047039400,Kings,Brooklyn,51927.0,26942.0,25.0,13.1,53.1,5.5,1.3,2.0,43.4,896,86.0,7.9,5.4,0.7,14.7
36047039500,Kings,Brooklyn,27870.0,14690.0,12.0,4.0,74.9,5.5,1.5,2.1,44.1,1480,89.4,6.1,4.5,0.0,22.8
36047039600,Kings,Brooklyn,46926.0,32915.0,36.1,9.7,43.1,7.9,1.1,2.1,45.7,761,81.3,12.5,6.2,0.0,7.5
36047039700,Kings,Brooklyn,38266.0,19586.0,16.7,1.8,71.2,2.7,1.2,6.4,44.8,1439,68.7,19.0,12.2,0.0,19.6
36047039800,Kings,Brooklyn,52721.0,21442.0,16.0,7.4,63.9,7.9,1.0,3.9,42.9,1178,81.7,13.3,4.9,0.0,11.1
36047039900,Kings,Brooklyn,31563.0,17538.0,23.7,0.0,64.5,3.9,5.4,2.5,38.5,1410,85.8,10.9,3.3,0.0,17.5
36047040000,Kings,Brooklyn,41759.0,16857.0,19.2,1.2,68.2,5.5,6.0,0.0,44.7,1444,86.7,8.0,5.3,0.0,11.0
36047040100,Kings,Brooklyn,42079.0,19783.0,7.4,1.3,85.5,5.1,0.6,0.0,47.7,1637,83.1,14.2,2.7,0.0,13.6
36047040200,Kings,Brooklyn,42000.0,22690.0,20.5,4.4,62.3,10.3,0.8,1.8,46.4,1290,85.6,9.9,4.5,0.0,6.4
36047040300,Kings,Brooklyn,27827.0,16171.0,18.4,0.0,66.6,8.6,0.0,6.4,47.5,1266,78.7,15.7,5.6,0.0,20.5
36047040400,Kings,Brooklyn,39947.0,24228.0,18.5,8.1,55.4,8.2,6.2,3.6,45.5,1125,78.0,17.8,4.2,0.0,12.6
36047040500,Kings,Brooklyn,40815.0,20722.0,14.5,0.0,82.1,2.3,1.0,0.2,47.0,648,76.2,17.3,6.5,0.0,17.0
36047040600,Kings,Brooklyn,44107.0,22820.0,22.3,9.4,53.8,5.3,1.6,7.6,43.4,1573,74.6,17.9,7.4,0.0,10.0
36047040700,Kings,Brooklyn,,,,,,,,,,0,,,,,
36047040800,Kings,Brooklyn,59056.0,21631.0,26.0,8.2,53.5,5.3,4.2,2.8,43.1,1477,79.4,16.3,4.3,0.0,11.7
36047040900,Kings,Brooklyn,37635.0,17215.0,11.4,0.0,78.0,4.1,4.9,1.6,41.8,1579,85.1,12.6,2.3,0.0,13.4
36047041000,Kings,Brooklyn,43750.0,24093.0,24.6,7.7,47.4,15.5,1.8,3.0,38.7,688,84.3,10.9,4.8,0.0,18.4
36047041100,Kings,Brooklyn,35068.0,21304.0,20.0,2.3,64.7,7.7,2.7,2.6,44.2,1508,84.4,12.1,3.5,0.0,10.0
36047041200,Kings,Brooklyn,41944.0,27415.0,20.7,5.5,56.8,6.3,3.0,7.8,38.5,1348,76.5,19.1,4.4,0.0,6.8
36047041300,Kings,Brooklyn,38955.0,16170.0,16.5,0.0,68.8,8.2,3.3,3.3,42.3,1954,81.9,9.8,8.2,0.0,8.9
36047041401,Kings,Brooklyn,52774.0,23485.0,27.2,9.5,58.2,2.8,2.3,0.0,43.4,644,87.1,6.2,6.7,0.0,11.0
36047041402,Kings,Brooklyn,28884.0,33861.0,38.1,10.3,44.2,3.6,0.4,3.4,46.3,508,90.6,5.3,2.8,1.4,10.9
36047041500,Kings,Brooklyn,53924.0,17475.0,11.0,0.6,76.0,6.9,3.2,2.3,44.7,1957,79.6,11.9,8.6,0.0,22.0
36047041600,Kings,Brooklyn,44260.0,23530.0,18.5,5.5,55.5,15.8,1.6,3.0,33.4,880,81.1,6.7,12.2,0.0,8.7
36047041700,Kings,Brooklyn,22022.0,13931.0,12.2,0.0,74.6,8.2,1.7,3.3,40.3,1212,85.6,10.0,4.4,0.0,13.6
36047041800,Kings,Brooklyn,33056.0,19503.0,39.2,1.9,34.4,19.8,1.6,3.3,31.3,688,83.4,7.6,9.0,0.0,10.1
36047041900,Kings,Brooklyn,35877.0,14628.0,16.8,4.6,62.4,6.3,7.9,2.0,39.0,1652,76.5,14.0,9.4,0.0,20.0
36047042000,Kings,Brooklyn,42969.0,21109.0,24.4,7.3,39.0,20.8,3.7,4.7,35.1,600,91.3,5.0,3.7,0.0,7.0
36047042100,Kings,Brooklyn,34362.0,18035.0,8.0,2.4,82.8,4.8,1.6,0.4,42.1,2034,92.3,7.1,0.6,0.0,13.0
36047042200,Kings,Brooklyn,68382.0,31966.0,22.1,6.6,53.6,15.6,0.0,2.1,40.3,1587,78.1,8.3,13.6,0.0,8.7
36047042300,Kings,Brooklyn,51083.0,18141.0,6.6,2.7,71.2,9.9,3.8,5.8,37.7,2442,85.3,8.6,6.1,0.0,12.8
36047042400,Kings,Brooklyn,46570.0,25108.0,18.0,3.9,70.6,4.6,1.1,1.8,49.5,1729,85.2,8.5,6.3,0.0,9.3
36047042500,Kings,Brooklyn,45642.0,22240.0,14.2,6.9,60.1,9.3,3.3,6.2,39.3,1457,85.4,6.7,6.9,1.0,13.3
36047042600,Kings,Brooklyn,47788.0,21387.0,19.0,8.0,61.9,9.4,1.8,0.0,47.3,2176,83.5,8.6,7.9,0.0,8.9
36047042700,Kings,Brooklyn,47055.0,19636.0,5.6,1.3,69.9,13.5,6.3,3.4,36.3,3047,85.7,4.5,9.5,0.3,12.6
36047042800,Kings,Brooklyn,52188.0,25787.0,23.9,4.6,59.9,7.9,1.2,2.5,42.5,1725,73.3,18.0,8.2,0.5,10.1
36047042900,Kings,Brooklyn,45382.0,18377.0,5.4,4.6,67.3,13.2,6.4,3.1,41.4,3050,82.4,7.1,10.5,0.0,13.6
36047043000,Kings,Brooklyn,34729.0,17988.0,10.1,3.2,71.2,12.0,0.2,3.4,41.3,1310,80.2,6.4,13.4,0.0,11.0
36047043100,Kings,Brooklyn,42269.0,19242.0,5.7,0.8,80.2,6.8,4.6,1.9,40.5,2759,87.3,8.1,4.6,0.0,11.7
36047043200,Kings,Brooklyn,48574.0,20751.0,21.7,1.8,63.9,11.3,0.7,0.7,43.8,2294,83.8,10.5,5.3,0.5,8.2
36047043300,Kings,Brooklyn,37882.0,15505.0,9.0,1.6,81.7,3.7,1.7,2.1,41.9,1852,89.7,9.8,0.5,0.0,13.8
36047043400,Kings,Brooklyn,47054.0,24081.0,18.2,8.7,57.1,11.1,1.6,3.3,42.1,1373,85.5,9.4,5.1,0.0,10.5
36047043500,Kings,Brooklyn,41058.0,20513.0,15.9,0.0,66.4,15.8,0.6,1.3,38.1,2436,74.4,16.1,9.5,0.0,18.2
36047043600,Kings,Brooklyn,60227.0,25317.0,16.0,9.0,66.4,6.0,1.7,1.0,49.5,2443,77.6,17.8,4.3,0.3,9.7
36047043700,Kings,Brooklyn,42500.0,16314.0,9.1,1.9,77.7,6.7,1.5,3.1,43.6,2624,84.4,10.4,5.1,0.0,19.1
36047043800,Kings,Brooklyn,40227.0,20326.0,24.3,8.3,54.7,8.5,2.9,1.3,40.9,1101,78.1,14.4,7.4,0.0,11.1
36047043900,Kings,Brooklyn,40455.0,21455.0,14.2,2.3,71.0,6.8,4.3,1.3,35.4,1731,77.4,15.6,7.0,0.0,20.2
36047044000,Kings,Brooklyn,47727.0,20159.0,28.6,8.7,51.1,6.7,1.1,3.8,39.0,968,74.2,14.4,11.5,0.0,10.4
36047044100,Kings,Brooklyn,49167.0,20352.0,10.2,5.7,66.5,12.6,4.1,0.9,38.4,3215,90.9,3.3,5.8,0.0,12.0
36047044200,Kings,Brooklyn,57366.0,31503.0,38.6,3.7,40.9,14.6,1.1,1.1,30.6,1040,67.6,16.3,16.2,0.0,5.9
