capacity,lat,lon,name,short_name,station_id
37,40.72217444,-73.98368779,E 2 St & Avenue B,5515.02,301
52,40.72740794,-73.98142006,E 10 St & Avenue A,5659.05,445
34,40.73314259,-73.97573881,E 20 St & FDR Drive,5886.02,487
44,40.73221853,-73.98165557,1 Ave & E 16 St,5779.08,504
39,40.76727216,-73.99392888,W 52 St & 11 Ave,6926.01,72
33,40.71911552,-74.00666661,Franklin St & W Broadway,5430.08,79
27,40.71117416,-74.00016545,St James Pl & Pearl St,5167.06,82
62,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,4354.07,83
19,40.69608941,-73.97803415,Park Ave & St Edwards St,4700.06,119
19,40.68676793,-73.95928168,Lexington Ave & Classon Ave,4452.03,120
31,40.73172428,-74.00674436,Barrow St & Hudson St,5805.05,127
30,40.72710258,-74.00297088,MacDougal St & Prince St,5687.04,128
24,40.69239502,-73.99337909,Clinton St & Joralemon St,4605.04,143
19,40.69839895,-73.98068914,Nassau St & Navy St,4812.02,144
39,40.71625008,-74.0091059,Hudson St & Reade St,5359.10,146
29,40.720873600000004,-73.98085795,E 2 St & Avenue C,5476.03,150
33,40.72210378668603,-73.99724900722505,Cleveland Pl & Spring St,5492.05,151
23,40.69089272,-73.99612349,Henry St & Atlantic Ave,4531.05,157
35,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,5721.14,161
47,40.75323098,-73.97032517,E 47 St & 2 Ave,6498.10,164
45,40.7489006,-73.97604882,E 39 St & 3 Ave,6389.03,167
47,40.73971301,-73.99456405,W 18 St & 6 Ave,6064.08,168
51,40.76068327096592,-73.98452728986742,Broadway & W 49 St,6708.02,173
30,40.7381765,-73.97738662,E 25 St & 1 Ave,6004.07,174
45,40.70905623,-74.01043382,Liberty St & Broadway,5105.01,195
28,40.74334935,-74.00681753,W 16 St & The High Line,6233.05,212
23,40.70037867,-73.99548059,Columbia Heights & Cranberry St,4829.01,216
39,40.70277159,-73.99383605,Old Fulton St,4903.08,217
33,40.73781509,-73.99994661,W 13 St & 7 Ave,6030.04,223
55,40.7546011026,-73.971878855,E 48 St & 3 Ave,6541.03,228
23,40.72743423,-73.99379025,Great Jones St,5636.11,229
23,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,4677.01,232
39,40.7284186,-73.98713956,St Marks Pl & 2 Ave,5669.10,236
39,40.73047309,-73.98672378,E 11 St & 2 Ave,5746.04,237
31,40.7361967,-74.00859207,Bank St & Washington St,5964.01,238
31,40.69196566,-73.9813018,Willoughby St & Fleet St,4628.05,239
23,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,4546.04,241
23,40.697787,-73.973736,Carlton Ave & Flushing Ave,4732.08,242
31,40.688226,-73.979382,Fulton St & Rockwell Pl,4513.03,243
31,40.69196035,-73.96536851,Willoughby Ave & Hall St,4611.03,244
23,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,4659.02,245
20,40.73535398,-74.00483091,Perry St & Bleecker St,5922.07,247
23,40.72185379,-74.00771779,Laight St & Hudson St,5539.06,248
27,40.71870987,-74.0090009,Harrison St & Hudson St,5400.05,249
27,40.72317958,-73.99480012,Mott St & Prince St,5561.04,251
33,40.73226398,-73.99852205,MacDougal St & Washington Sq,5797.01,252
31,40.73532427,-73.99800419,W 11 St & 6 Ave,5914.03,254
39,40.71939226,-74.00247214,Lispenard St & Broadway,5391.06,257
23,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,4461.04,258
39,40.70122128,-74.01234218,South St & Whitehall St,4846.01,259
35,40.70365182,-74.01167797,Broad St & Bridge St,4962.08,260
27,40.69474881,-73.98362464,Johnson St & Gold St,4668.08,261
24,40.6917823,-73.97372990000001,Washington Park,4546.05,262
27,40.70706456,-74.00731853,Maiden Ln & Pearl St,5065.10,264
35,40.72229346,-73.99147535,Stanton St & Chrystie St,5523.02,265
24,40.72368361,-73.97574813,Avenue D & E 8 St,5506.10,266
57,40.75097711,-73.98765428,Broadway & W 36 St,6441.01,267
27,40.71910537,-73.99973337,Howard St & Centre St,5422.04,268
23,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,4620.02,270
31,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,4395.04,274
19,40.68650065,-73.96563307,Washington Ave & Greene Ave,4419.03,275
25,40.71748752,-74.0104554,Duane St & Greenwich St,5400.08,276
19,40.69766564,-73.98476437,Concord St & Bridge St,4781.03,278
36,40.707873,-74.00166999999999,Peck Slip & Front St,5098.10,279
31,40.73331967,-73.99510132,E 10 St & 5 Ave,5872.08,280
57,40.764397100000004,-73.97371465,Grand Army Plaza & Central Park S,6839.10,281
27,40.7076449441757,-73.96841526031494,Kent Ave & S 11 St,5062.01,282
51,40.73454567,-73.99074142,Broadway & E 14 St,5905.12,285
19,40.684568299999995,-73.95881081,Monroe St & Classon Ave,4336.01,289
20,40.713126,-73.984844,Madison St & Montgomery St,5262.09,291
55,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,5788.13,293
24,40.71406667,-73.99293911,Pike St & E Broadway,5270.05,295
35,40.71413089,-73.99704679999999,Division St & Bowery,5238.04,296
27,40.734232,-73.986923,E 15 St & 3 Ave,5863.07,297
35,40.68683208,-73.9796772,3 Ave & Schermerhorn St,4437.01,298
23,40.72082834,-73.97793172,Avenue D & E 3 St,5436.09,302
31,40.72362738,-73.99949601,Mercer St & Spring St,5532.01,303
33,40.70463334,-74.01361706,Broadway & Battery Pl,4962.01,304
33,40.76095756,-73.96724467,E 58 St & 3 Ave,6762.02,305
30,40.71427487,-73.98990025,Canal St & Rutgers St,5303.08,307
27,40.71307916,-73.99851193,St James Pl & Oliver St,5238.05,308
41,40.7149787,-74.013012,Murray St & West St,5329.06,309
36,40.68926942,-73.98912867,State St & Smith St,4565.06,310
31,40.7172274,-73.98802084,Norfolk St & Broome St,5374.01,311
31,40.722055,-73.989111,Allen St & Stanton St,5484.09,312
23,40.69610226,-73.96751037,Washington Ave & Park Ave,4724.03,313
39,40.69383,-73.990539,Cadman Plaza West & Montague St,4677.07,314
29,40.70355377,-74.00670227,South St & Gouverneur Ln,4953.04,315
43,40.70955958,-74.00653609,Fulton St & William St,5137.11,316
27,40.72453734,-73.98185424,E 6 St & Avenue B,5584.04,317
33,40.711065999999995,-74.009447,Fulton St & Broadway,5175.08,319
27,40.717571,-74.005549,Leonard St & Church St,5359.11,320
27,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,4821.06,321
31,40.696191999999996,-73.991218,Clinton St & Tillary St,4748.04,322
39,40.69236178,-73.98631746,Lawrence St & Willoughby St,4596.09,323
51,40.689888,-73.981013,DeKalb Ave & Hudson Ave,4513.06,324
35,40.73624527,-73.98473765,E 19 St & 3 Ave,5938.01,325
27,40.72953837,-73.98426726,E 11 St & 1 Ave,5746.14,326
39,40.715337899999994,-74.01658354,Vesey Pl & River Terrace,5297.02,327
23,40.72405549,-74.00965965,Watts St & Greenwich St,5578.02,328
39,40.71450451,-74.00562789,Reade St & Broadway,5247.10,330
27,40.71173107,-73.99193043,Pike St & Monroe St,5159.04,331
24,40.71219906,-73.97948148,Cherry St,5181.04,332
31,40.74238787,-73.99726235,W 20 St & 7 Ave,6182.02,334
27,40.72903917,-73.99404649,Washington Pl & Broadway,5755.01,335
36,40.73047747,-73.99906065,Sullivan St & Washington Sq,5721.01,336
37,40.703799200000006,-74.00838676,Old Slip & Front St,4993.12,337
24,40.72580614,-73.97422494,Avenue D & E 12 St,5575.08,339
27,40.71269042,-73.98776323,Madison St & Clinton St,5190.07,340
19,40.71782143,-73.97628939,Stanton St & Mangin St,5326.06,341
29,40.71739973,-73.98016555,Columbia St & Rivington St,5365.02,342
23,40.69794,-73.96986848,Clinton Ave & Flushing Ave,4762.04,343
23,40.6851443,-73.95380904,Monroe St & Bedford Ave,4368.05,344
35,40.73649403,-73.99704374,W 13 St & 6 Ave,5989.01,345
27,40.73652889,-74.00618026,Bank St & Hudson St,5922.08,346
35,40.728846000000004,-74.00859100000001,Greenwich St & W Houston St,5730.08,347
23,40.71850211,-73.98329859,Rivington St & Ridge St,5406.02,349
28,40.71559509,-73.9870295,Clinton St & Grand St,5303.06,350
39,40.70530954,-74.00612572,Front St & Maiden Ln,5024.08,351
27,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,4354.05,353
23,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,4683.02,354
43,40.71602118,-73.99974372,Bayard St & Baxter St,5351.03,355
23,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,5335.03,356
27,40.73261787,-73.99158043,E 11 St & Broadway,5829.12,357
36,40.73291553,-74.00711384,Christopher St & Greenwich St,5847.01,358
53,40.75510267,-73.97498696,E 47 St & Park Ave,6584.12,359
39,40.70717936,-74.00887308,William St & Pine St,5065.12,360
43,40.71605866,-73.99190759,Allen St & Hester St,5342.10,361
57,40.75172632,-73.98753523,Broadway & W 37 St,6441.02,362
49,40.70834698,-74.01713445,West Thames St,5114.06,363
27,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,4452.01,364
31,40.68223166,-73.9614583,Fulton St & Grand Ave,4263.10,365
33,40.693261,-73.968896,Clinton Ave & Myrtle Ave,4651.02,366
39,40.73038599,-74.00214988,Carmine St & 6 Ave,5763.03,368
35,40.73224119,-74.00026394,Washington Pl & 6 Ave,5838.09,369
27,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,4715.01,372
19,40.69331716,-73.95381995,Willoughby Ave & Walworth St,4634.02,373
43,40.70862144,-74.00722156,John St & William St,5065.04,376
45,40.72243797,-74.00566443,6 Ave & Canal St,5500.07,377
42,40.749156,-73.9916,W 31 St & 7 Ave,6331.01,379
39,40.73401143,-74.00293877,W 4 St & 7 Ave S,5880.02,380
36,40.73492695,-73.99200509,University Pl & E 14 St,5905.11,382
39,40.735238,-74.000271,Greenwich Ave & Charles St,5914.08,383
43,40.71494807,-74.00234482,Centre St & Worth St,5279.03,386
39,40.71273266,-74.0046073,Centre St & Chambers St,5207.01,387
35,40.749717753,-74.002950346,W 26 St & 10 Ave,6382.05,388
27,40.71044554,-73.96525063,Broadway & Berry St,5164.04,389
31,40.69221589,-73.9842844,Duffield St & Willoughby St,4596.05,390
31,40.69760127,-73.99344559,Clark St & Henry St,4789.03,391
35,40.695065,-73.987167,Jay St & Tech Pl,4710.06,392
31,40.72299208,-73.97995466,E 5 St & Avenue C,5545.04,393
32,40.72521311,-73.97768752,E 9 St & Avenue C,5616.01,394
25,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,4222.02,396
27,40.68415748,-73.96922273,Fulton St & Clermont Ave,4386.05,397
31,40.69165183,-73.99997859999999,Atlantic Ave & Furman St,4614.04,398
27,40.68851534,-73.9647628,Lafayette Ave & St James Pl,4494.04,399
15,40.71926081,-73.98178024,Pitt St & Stanton St,5406.04,400
42,40.72019576,-73.98997825,Allen St & Rivington St,5414.06,401
39,40.740343200000005,-73.98955109,Broadway & E 22 St,6098.07,402
31,40.72502876,-73.99069656,E 2 St & 2 Ave,5593.02,403
40,40.739323,-74.008119,Washington St & Gansevoort St,6039.06,405
34,40.69512845,-73.99595065,Hicks St & Montague St,4645.09,406
37,40.700469,-73.991454,Henry St & Poplar St,4861.04,407
23,40.71076228,-73.99400398,Market St & Cherry St,5198.04,408
19,40.6906495,-73.95643107,DeKalb Ave & Skillman St,4528.05,409
35,40.72066442,-73.98517977,Suffolk St & Stanton St,5445.02,410
23,40.72228087,-73.97668709,E 6 St & Avenue D,5506.14,411
29,40.715815500000005,-73.99422366,Forsyth St & Canal St,5270.07,412
24,40.70281858,-73.98765762,Pearl St & Anchorage Pl,4936.12,414
42,40.7047177,-74.00926027,Pearl St & Hanover Square,4993.02,415
31,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,4428.02,416
23,40.71291224,-74.01020234,Barclay St & Church St,5216.04,417
23,40.70224,-73.982578,Front St & Gold St,4927.04,418
23,40.69580705,-73.97355569,Carlton Ave & Park Ave,4732.04,419
23,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,4461.01,420
19,40.69573398,-73.97129668,Clermont Ave & Park Ave,4692.01,421
55,40.770513,-73.988038,W 59 St & 10 Ave,7023.04,422
27,40.76584941,-73.98690506,W 54 St & 9 Ave,6920.03,423
29,40.71754834,-74.01322069,West St & Chambers St,5329.03,426
47,40.701907,-74.013942,Bus Slip & State St,4889.06,427
31,40.72621788,-73.98379855,E 7 St & Avenue A,5626.07,432
47,40.74173969,-73.99415556,W 21 St & 6 Ave,6140.05,435
27,40.68216564,-73.95399026,Hancock St & Bedford Ave,4255.05,436
24,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,4214.03,437
23,40.72779126,-73.98564945,St Marks Pl & 1 Ave,5626.13,438
39,40.726280700000004,-73.98978041,E 4 St & 2 Ave,5593.04,439
32,40.75255434,-73.97282625,E 45 St & 3 Ave,6464.08,440
35,40.756014,-73.967416,E 52 St & 2 Ave,6575.06,441
51,40.746646999999996,-73.993915,W 27 St & 7 Ave,6247.06,442
23,40.70853074,-73.96408963,Bedford Ave & S 9 St,5093.01,443
39,40.74487634,-73.99529885,W 24 St & 7 Ave,6257.03,446
23,40.76370739,-73.9851615,8 Ave & W 52 St,6816.07,447
31,40.75660359,-73.9979009,W 37 St & 10 Ave,6611.02,448
59,40.76227205,-73.98788205,W 49 St & 8 Ave,6747.06,450
39,40.74475148,-73.99915362,W 22 St & 8 Ave,6224.03,453
35,40.75455731,-73.96592976,E 51 St & 1 Ave,6532.06,454
39,40.75001986,-73.96905301,1 Ave & E 44 St,6379.03,455
35,40.75971079999999,-73.97402311,E 53 St & Madison Ave,6659.03,456
39,40.76695317,-73.98169333,Broadway & W 58 St,6948.10,457
31,40.751396,-74.00522600000001,11 Ave & W 27 St,6425.04,458
49,40.746745000000004,-74.007756,W 20 St & 11 Ave,6306.07,459
23,40.71285887,-73.96590294,S 4 St & Wythe Ave,5204.05,460
39,40.73587678,-73.98205027,E 20 St & 2 Ave,5971.08,461
47,40.74691959,-74.00451887,W 22 St & 10 Ave,6306.06,462
39,40.75513557,-73.98658032,Broadway & W 41 St,6560.01,465
35,40.74395411,-73.99144871,W 25 St & 6 Ave,6215.04,466
34,40.68312489,-73.97895137,Dean St & 4 Ave,4322.02,467
49,40.7652654,-73.98192338,Broadway & W 56 St,6847.02,468
57,40.76344058,-73.98268129,Broadway & W 53 St,6779.05,469
38,40.74345335,-74.00004031,W 20 St & 8 Ave,6224.05,470
31,40.71286844,-73.95698119,Grand St & Havemeyer St,5267.08,471
41,40.745712100000006,-73.98194829,E 32 St & Park Ave,6280.12,472
